site,event,date,white_id,black_id,result,UTCdate,UTCtime,white_elo,black_elo,white_rating_diff,black_rating_diff,varient,time_control,eco,termination,moves,black_title,white_title
"Site ""https://lichess.org/bIfT7xPZ""","Event ""Rated Bullet game""",2020.08.13,"White ""leito20""","Black ""Lovelishkumar""",White won,2020.08.13,13:56:37,1467,1473,6,-7,Standard,60+0,"ECO ""B01""","Termination ""Time forfeit""",1. e4 d5 2. exd5 Qxd5 3. c4 Qd6 4. Nf3 e6 5. d4 Nf6 6. Be2 c5 7. Be3 Qc7 8. O-O Nc6 9. d5 exd5 10. cxd5 Nb4 11. Nc3 Be7 12. a3 Nbxd5 13. Nxd5 Nxd5 14. Qxd5 Qd6 15. Qc4 O-O 16. Rfd1 Qe6 17. Bxc5 Qxc4 18. Bxc4 Bxc5 19. b4 Bb6 20. Rac1 Re8 21. h3 Be6 22. Rd6 Bxc4 23. Rxc4 Rad8 24. Rxd8 Rxd8 25. Rc1 Rd3 26. a4 Ra3 27. a5 Bd4 28. Nxd4 Rb3 29. Rc2 g6 30. Rc8+ Kg7 31. Rc7 Rxb4 32. Ne6+ Kf6 33. Nd8 Rb5 34. Rxf7+ Kg5 35. Rxb7 Rxa5 36. Rxh7 Ra1+ 37. Kh2 a5 38. Rg7 a4 39. Ra7 a3 40. Nc6 a2 41. Nb4 1-0,,
"Site ""https://lichess.org/QWF98D7Z""","Event ""Rated Bullet game""",2020.08.13,"White ""PPapler""","Black ""Lovelishkumar""",Black won,2020.08.13,13:54:33,1425,1467,-5,6,Standard,60+0,"ECO ""D00""","Termination ""Time forfeit""",1. d4 d5 2. Bf4 c5 3. e3 e6 4. Nf3 Nc6 5. Nc3 Nf6 6. Nb5 Bd6 7. Nxd6+ Ke7 8. Nb5 a6 9. Nc3 Nb4 10. a3 Nc6 11. dxc5 Re8 12. Bd6+ Kd7 13. Bd3 a5 14. O-O b6 15. b4 axb4 16. axb4 Bb7 17. Bb5 Ne4 18. Nxe4 dxe4 19. Ne5+ Kc8 20. Rxa8+ Bxa8 21. Nxc6 Bxc6 22. Bxc6 Re7 23. Bxe7 Qxe7 24. Qa1 Kc7 25. b5 Qd8 26. h3 Qb8 0-1,,
"Site ""https://lichess.org/ZbRloyMV""","Event ""Rated Bullet game""",2020.08.13,"White ""Lovelishkumar""","Black ""acarmona""",Black won,2020.08.13,13:52:16,1473,1514,-6,5,Standard,60+0,"ECO ""B40""","Termination ""Time forfeit""",1. d4 e6 2. e4 d5 3. Nf3 c5 4. exd5 exd5 5. Qe2+ Be7 6. Bg5 Nf6 7. Bxf6 gxf6 8. Nc3 Bf5 9. dxc5 O-O 10. O-O-O Bg6 11. Nxd5 Bxc5 12. Nxf6+ Qxf6 13. Qc4 b6 14. Qd5 Na6 15. Qc6 Qe7 16. Bd3 Nb4 17. Bxg6 fxg6 18. Qe4 Qg7 19. Qc4+ Kh8 20. Ng5 Nxa2+ 21. Qxa2 a5 22. Ne6 Qh6+ 23. Kb1 Rxf2 24. Nxc5 bxc5 25. Qc4 Rb8 26. Qxc5 Qg7 27. Qc3 Qxc3 28. b3 Qb2+ 29. Kxb2 Rxc2+ 30. Kxc2 Rc8+ 31. Kb2 Rb8 32. Kb1 Rxb3+ 33. Kc2 Kg7 34. Kc1 Kh6 0-1,,
"Site ""https://lichess.org/1Dptrazh""","Event ""Rated Bullet game""",2020.08.13,"White ""RogerFalafel""","Black ""Lovelishkumar""",Black won,2020.08.13,13:49:55,1465,1466,-5,7,Standard,60+0,"ECO ""B01""","Termination ""Time forfeit""",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. Nf3 e6 5. d4 Nf6 6. Bc4 c5 7. Be3 Qc7 8. d5 exd5 9. Nxd5 Nxd5 10. Bxd5 Nc6 11. O-O Be7 12. Re1 O-O 13. Qd2 Qd7 14. Rad1 Qf5 15. a3 Bf6 16. c3 Be6 17. Bxc6 bxc6 18. Qc1 Bb3 19. Rd2 Rad8 20. Rde2 Rfe8 21. Bxc5 Qxc5 22. Rxe8+ Rxe8 23. Rxe8+ Qf8 24. Rxf8+ Kxf8 25. Qe3 g6 26. Qxa7 Kg7 27. Qb8 Be6 28. Qb4 Bd8 29. Nd4 Ba2 30. Qc4 Bxc4 31. b3 Bxb3 32. c4 Bxc4 33. Nb3 Bxb3 34. a4 Bxa4 35. f3 c5 36. Kf2 c4 0-1,,
"Site ""https://lichess.org/nVy53hDX""","Event ""Rated Bullet game""",2020.08.13,"White ""Charuto666""","Black ""Lovelishkumar""",White won,2020.08.13,13:47:10,1425,1474,6,-8,Standard,60+0,"ECO ""A00""","Termination ""Normal""",1. d3 d5 2. e4 Nc6 3. exd5 Qxd5 4. Nf3 e6 5. Nc3 Qd6 6. Be2 Nf6 7. O-O h6 8. Re1 Be7 9. Ne4 O-O 10. Nxd6 Bxd6 11. Be3 a6 12. Nd4 Nxd4 13. Bxd4 Be7 14. Bxf6 Bxf6 15. c3 b5 16. Bf3 Bb7 17. Bxb7 Rab8 18. Bf3 c6 19. d4 Rbc8 20. Qe2 Rfd8 21. Rad1 Rd7 22. Bg4 Rcd8 23. f4 c5 24. dxc5 Rxd1 25. Rxd1 Rc8 26. c6 Rxc6 27. Bf3 Rc8 28. Rd2 g6 29. Qd1 Kg7 30. g4 Ra8 31. h3 Rb8 32. f5 exf5 33. gxf5 g5 34. Bg2 Re8 35. Qh5 Kf8 36. Qf3 Bg7 37. Qc6 Bf6 38. Qxf6 Re1+ 39. Kh2 Re8 40. Qh8+ Ke7 41. Re2+ Kd8 42. Rxe8+ Kc7 43. Rg8 Kb6 44. Qf6+ Ka5 45. Qxf7 Kb6 46. Qh7 Kc5 47. Qxh6 a5 48. Qxg5 b4 49. Qg4 Kb5 50. Qg6 Ka4 51. Qg5 Kb5 52. Qg6 Ka4 53. Qh7 Kb5 54. Qe7 Ka4 55. Rg7 Kb5 56. Qa7 Ka4 57. Rc7 Kb5 58. Qb7+ Ka4 59. Qc6# 1-0,,
"Site ""https://lichess.org/nP4VcHMw""","Event ""Rated Bullet game""",2020.08.13,"White ""Lovelishkumar""","Black ""Flaschenzug""",Black won,2020.08.13,13:45:58,1480,1514,-6,6,Standard,60+0,"ECO ""D25""","Termination ""Normal""",1. d4 d5 2. Nf3 Nf6 3. c4 Bg4 4. e3 dxc4 5. Bxc4 e6 6. O-O Bh5 7. h3 Nbd7 8. Be2 Bg6 9. Ne5 Ne4 10. Nxg6 hxg6 11. Nc3 Nxc3 12. bxc3 Bd6 13. Bb2 Nf6 14. c4 Ne4 15. Bf3 Ng5 16. Bxb7 Rb8 17. c5 Nxh3+ 18. gxh3 Rxh3 19. cxd6 Qxd6 20. Qe2 Qh2# 0-1,,
"Site ""https://lichess.org/r4qvknj6""","Event ""Rated Bullet game""",2020.08.13,"White ""Ali55555y""","Black ""Lovelishkumar""",White won,2020.08.13,13:43:28,1488,1487,6,-7,Standard,60+0,"ECO ""B01""","Termination ""Time forfeit""",1. e4 d5 2. Qf3 dxe4 3. Qxe4 e6 4. Bc4 Nf6 5. Qd3 Nc6 6. Nc3 Ne5 7. Qe2 Nxc4 8. Qxc4 c5 9. d3 a6 10. Bg5 Be7 11. O-O-O b5 12. Qf4 Bd6 13. Qf3 Be7 14. Qxa8 Bb7 15. Qa7 Bd5 16. Nxd5 Nxd5 17. Bxe7 Qxe7 18. Qb8+ Qd8 19. Qa7 O-O 20. Qxa6 Qb6 21. Qa3 b4 22. Qa4 Qb7 23. Nf3 Ra8 24. Qb3 Qb5 25. Kb1 Rc8 26. c4 bxc3 27. Qxb5 cxb2 28. Kxb2 g6 29. Rc1 h6 30. Rxc5 Rd8 31. Qb7 Rf8 32. Rc8 Rxc8 33. Qxc8+ Kg7 34. Qd7 Kf6 35. Re1 Kg7 36. Qd6 g5 37. Qe5+ 1-0,,
"Site ""https://lichess.org/vkrAvnPB""","Event ""Rated Bullet game""",2020.08.13,"White ""Lovelishkumar""","Black ""camilovera""",White won,2020.08.13,13:41:14,1481,1401,6,-5,Standard,60+0,"ECO ""D06""","Termination ""Time forfeit""",1. d4 d5 2. c4 Nf6 3. e3 Nc6 4. Nc3 dxc4 5. Bxc4 Bf5 6. Nf3 h6 7. Bd2 e6 8. O-O Bd6 9. Nb5 Bb4 10. Bxb4 Nxb4 11. Ne5 a6 12. a3 Nc2 13. Rc1 axb5 14. Bxb5+ c6 15. Nxc6 bxc6 16. Bxc6+ Nd7 17. Bxa8 Qxa8 18. Rxc2 Bxc2 19. Qxc2 O-O 20. Rd1 Rc8 21. h3 Rxc2 22. Rb1 Nf6 23. f3 Qa6 24. Kh1 Qe2 25. Rg1 Nh5 26. Kh2 Qf2 27. Kh1 Ng3+ 28. Kh2 Nh5 29. b4 1-0,,
"Site ""https://lichess.org/lobZ490E""","Event ""Rated Bullet game""",2020.08.13,"White ""Lovelishkumar""","Black ""ThembaLangaMR""",White won,2020.08.13,13:38:59,1472,1564,9,-7,Standard,60+0,"ECO ""A40""","Termination ""Normal""",1. d4 e6 2. c4 d6 3. Nf3 Ne7 4. Nc3 Nd7 5. d5 g6 6. dxe6 fxe6 7. e3 Ng8 8. Be2 Qe7 9. O-O Nb6 10. h3 Bd7 11. a3 O-O-O 12. b4 a6 13. Bb2 Kb8 14. Nd5 Nxd5 15. Bxh8 Nc3 16. Bxc3 d5 17. cxd5 exd5 18. Qxd5 Bc6 19. Qxg8 Bxf3 20. Bxf3 Bh6 21. Qd5 Rxd5 22. Bxd5 Qd6 23. Rfd1 Qe7 24. Bd4 Qg5 25. Bc5 c6 26. Bf3 Kc7 27. Bd6+ Kb6 28. Bc5+ Kb5 29. a4+ Kc4 30. Rac1+ Kb3 31. Rd3+ Kxa4 32. Ra1+ Kb5 33. Rc3 Qd5 34. Ra5# 1-0,,
"Site ""https://lichess.org/l7HlXMdQ""","Event ""Rated Bullet game""",2020.08.13,"White ""HeinKasparov""","Black ""Lovelishkumar""",Black won,2020.08.13,13:36:52,1436,1465,-5,7,Standard,60+0,"ECO ""C46""","Termination ""Time forfeit""",1. e4 e5 2. Nf3 Nc6 3. Nc3 a6 4. Bc4 Bb4 5. a3 Bxc3 6. dxc3 h6 7. b4 Nf6 8. a4 Nxe4 9. O-O Nxc3 10. Qd3 Nxa4 11. b5 axb5 12. Bxb5 Nb6 13. Rxa8 Nxa8 14. Bxc6 dxc6 15. Qxd8+ Kxd8 16. Nxe5 Ke7 17. Ba3+ Kf6 18. Re1 Re8 19. Nd3 Rxe1+ 20. Nxe1 Bf5 21. c3 Nb6 22. Nd3 Nc4 23. Bc1 Bxd3 24. f3 b5 25. h4 c5 26. Kh2 b4 27. Kg3 bxc3 28. Kf2 c2 29. Ke1 c6 30. Bb2+ Ke6 31. Bc1 Kd5 32. g3 Kd4 33. f4 Kc3 34. g4 Kb3 35. f5 Ka2 36. g5 Kb1 0-1,,
"Site ""https://lichess.org/crrF7LGX""","Event ""Rated Bullet game""",2020.08.13,"White ""Lovelishkumar""","Black ""AysunX""",Black won,2020.08.13,13:35:55,1472,1484,-7,5,Standard,60+0,"ECO ""B40""","Termination ""Normal""",1. d4 e6 2. e4 c5 3. Nf3 cxd4 4. Qxd4 Nc6 5. Qd3 a6 6. a3 Qc7 7. c4 b6 8. Nc3 Bb7 9. b4 h6 10. Bb2 Nge7 11. Be2 Ng6 12. O-O Nce5 13. Nxe5 Nxe5 14. Qd2 Nxc4 15. Bxc4 Qxc4 16. Na4 Qxe4 17. Nxb6 Qxg2# 0-1,,
"Site ""https://lichess.org/vjAVn7fr""","Event ""Rated Bullet game""",2020.08.13,"White ""lohitd""","Black ""Lovelishkumar""",Black won,2020.08.13,13:33:43,1428,1465,-5,7,Standard,60+0,"ECO ""B01""","Termination ""Time forfeit""",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. Nf3 e6 5. d3 Nf6 6. Be2 c5 7. Be3 Nc6 8. Qd2 a6 9. O-O b5 10. Rfd1 Bb7 11. Ne4 Nxe4 12. dxe4 Qxd2 13. Rxd2 Be7 14. Rad1 O-O 15. Rd7 Rab8 16. Rc7 Bf6 17. Rdd7 Ba8 18. Bxc5 Bxb2 19. Bxf8 Rxf8 20. g3 Bf6 21. Bd3 Na5 22. e5 Bd8 23. Rc8 Bb6 24. Rxf8+ Kxf8 25. Nd4 g6 26. Nc6 Nxc6 27. Rd6 Bd4 28. Be4 Bxe5 29. Rxc6 Bxc6 30. Bxc6 Kg7 31. Bb7 Kf6 32. Bxa6 Kf5 33. Bxb5 Bc3 34. Bd3+ Ke5 0-1,,
"Site ""https://lichess.org/al1RFFYK""","Event ""Rated Bullet game""",2020.08.13,"White ""Lovelishkumar""","Black ""VG5000""",White won,2020.08.13,13:31:17,1457,1458,8,-6,Standard,60+0,"ECO ""D12""","Termination ""Time forfeit""",1. d4 d5 2. c4 c6 3. e3 Nf6 4. Nf3 Bf5 5. Nc3 e6 6. cxd5 cxd5 7. Be2 a6 8. O-O Bd6 9. h3 O-O 10. Ne5 Nbd7 11. f4 Ne4 12. Bf3 b5 13. Qd3 Ng3 14. Re1 Bxd3 15. Kf2 Ne4+ 16. Bxe4 Bxe4 17. Nxe4 dxe4 18. b3 Nxe5 19. fxe5 Bb4 20. Rd1 Qf6+ 21. Kg1 Qh4 22. Kh2 Rfc8 23. Bd2 Rc2 24. Bxb4 Qf2 25. Rg1 a5 26. Bc5 Rc8 27. Raf1 Qe2 28. Re1 Qh5 29. a3 R8xc5 30. dxc5 Rxc5 31. b4 Rc2 32. bxa5 Ra2 33. Ra1 Rxa1 34. Rxa1 Qe2 35. a6 Qxe3 36. a7 Qf4+ 37. Kg1 Qe3+ 38. Kh1 1-0,,
"Site ""https://lichess.org/IKl2qvs5""","Event ""Rated Bullet game""",2020.08.13,"White ""j4jobin""","Black ""Lovelishkumar""",White won,2020.08.13,13:29:07,1484,1465,6,-8,Standard,60+0,"ECO ""D06""","Termination ""Normal""",1. d4 d5 2. c4 c5 3. dxc5 e6 4. cxd5 Bxc5 5. e3 Nf6 6. Nc3 Nxd5 7. Nxd5 Qxd5 8. Qxd5 exd5 9. Bb5+ Bd7 10. Bd3 a6 11. Nf3 Nc6 12. a3 O-O 13. O-O Rae8 14. b4 Rc8 15. bxc5 Rfe8 16. Bb2 f6 17. Nh4 Ne5 18. Bc2 Rxc5 19. Rfc1 Rec8 20. Nf5 Rxc2 21. Rxc2 Bxf5 22. Rxc8+ Bxc8 23. Bxe5 fxe5 24. Rc1 e4 25. Rxc8+ Kf7 26. Rc7+ Ke6 27. Rxb7 Ke5 28. Ra7 Kd6 29. Rxg7 Kc6 30. Rxh7 Kc5 31. Rh6 Kb5 32. Rh5 Ka4 33. Rxd5 Kxa3 34. Re5 Kb4 35. Rxe4+ Kb3 36. f3 a5 37. Kf2 a4 38. Rxa4 Kxa4 39. g4 Kb5 40. g5 Kc6 41. g6 Kd6 42. g7 Ke7 43. g8=Q Kd6 44. Qg3+ Kd5 45. h4 Kc6 46. h5 Kd7 47. h6 Ke7 48. h7 Kf7 49. h8=Q Ke6 50. Qh6+ 1-0,,
"Site ""https://lichess.org/u5j2S761""","Event ""Rated Bullet game""",2020.08.13,"White ""Lovelishkumar""","Black ""Yanir""",Black won,2020.08.13,13:27:08,1472,1545,-7,5,Standard,60+0,"ECO ""E60""","Termination ""Normal""",1. d4 Nf6 2. c4 g6 3. e3 Bg7 4. Nf3 O-O 5. Nc3 c5 6. d5 d6 7. Be2 Bf5 8. O-O Qa5 9. Bd2 Na6 10. Ne4 Bxe4 11. Bxa5 b6 12. Bd2 Nb4 13. a3 Nd3 14. Bxd3 Bxd3 15. Re1 Bxc4 16. b3 Bxd5 17. Bc3 b5 18. Bxf6 Bxf6 19. Qxd5 Bxa1 20. Rxa1 Rfd8 21. Rc1 e6 22. Qd3 Rac8 23. b4 a6 24. bxc5 dxc5 25. Qxd8+ Rxd8 26. Rxc5 Rd1+ 27. Ne1 Rxe1# 0-1,,
"Site ""https://lichess.org/ajdm6u6L""","Event ""Rated Bullet game""",2020.08.13,"White ""Tay_Schach""","Black ""Lovelishkumar""",White won,2020.08.13,13:26:05,1450,1481,6,-9,Standard,60+0,"ECO ""D20""","Termination ""Normal""",1. d4 d5 2. c4 dxc4 3. e4 e6 4. Nf3 Nc6 5. Bxc4 a6 6. Be3 b5 7. Bd3 Bb7 8. a3 Nf6 9. Nc3 Bb4 10. axb4 Nxb4 11. O-O Nxd3 12. Qxd3 O-O 13. e5 Nd5 14. Nxd5 Bxd5 15. Rac1 Bb7 16. b4 a5 17. bxa5 Rxa5 18. Rc5 c6 19. Ng5 h6 20. Qh7# 1-0,,
"Site ""https://lichess.org/ZlrTFOsV""","Event ""Rated Bullet game""",2020.08.13,"White ""Lovelishkumar""","Black ""Muxikari""",White won,2020.08.13,13:22:45,1472,1483,9,-6,Standard,60+0,"ECO ""D06""","Termination ""Time forfeit""",1. d4 d5 2. c4 Nf6 3. e3 e6 4. Nf3 Bd6 5. Nc3 O-O 6. cxd5 Nbd7 7. dxe6 fxe6 8. Bc4 Nb6 9. Bxe6+ Bxe6 10. Bd2 Bb4 11. a3 Bxc3 12. Bxc3 Nc4 13. b3 Nd6 14. Rb1 Nfe4 15. Bb2 a5 16. O-O b5 17. a4 b4 18. Ba1 Nc3 19. Bxc3 bxc3 20. Rc1 Nf5 21. Rxc3 Rf7 22. Qc1 Qe7 23. Ne5 Rff8 24. Rxc7 Qg5 25. f4 Qg4 26. Rf3 Qh4 27. Rh3 Qf6 28. Qc6 h6 29. Qd6 Rad8 30. Qc6 Rd6 31. Qxd6 Bc4 32. Qxf6 Rxf6 33. Rxg7+ 1-0,,
"Site ""https://lichess.org/WWSuRahf""","Event ""Rated Bullet game""",2020.08.13,"White ""Maxt100""","Black ""Lovelishkumar""",White won,2020.08.13,13:21:05,1389,1483,7,-11,Standard,60+0,"ECO ""A00""","Termination ""Normal""",1. Nc3 d5 2. Nf3 e6 3. e3 Bb4 4. d4 Bxc3+ 5. bxc3 Nc6 6. Bd3 Nf6 7. O-O h6 8. Bd2 O-O 9. Re1 b6 10. e4 a6 11. e5 Ng4 12. h3 Ngxe5 13. Nxe5 Nxe5 14. dxe5 b5 15. f4 Bb7 16. Kh1 Qd7 17. Qg4 c5 18. f5 exf5 19. Bxf5 Qc6 20. Bxh6 Qxh6 21. Rf1 d4 22. Rae1 dxc3 23. e6 fxe6 24. Rxe6 Kh8 25. Rxh6+ gxh6 26. Qg6 Rg8 27. Qh7# 1-0,,
"Site ""https://lichess.org/Lz0iykz0""","Event ""Rated Bullet game""",2020.08.13,"White ""Lovelishkumar""","Black ""invincible1525""",Black won,2020.08.13,13:19:10,1493,1455,-10,7,Standard,60+0,"ECO ""D06""","Termination ""Normal""",1. d4 d5 2. c4 Nf6 3. e3 Bf5 4. Nc3 e6 5. cxd5 exd5 6. Nf3 c5 7. Be2 c4 8. O-O a6 9. Ne5 Nc6 10. Qa4 Bd7 11. Bf3 Nxe5 12. Qxd7+ Nexd7 13. Bd2 Ne4 14. a3 Nxd2 15. Rfd1 Nb3 16. Rab1 Nf6 17. Nxd5 Nxd5 18. Bxd5 Qxd5 19. h3 Bd6 20. Kh1 Bc7 21. Kg1 Qd6 22. g3 O-O 23. Kg2 f5 24. Kg1 b5 25. Kg2 g5 26. Kg1 f4 27. Kg2 fxg3 28. fxg3 Qxg3+ 29. Kh1 Qxh3+ 30. Kg1 Rf3 31. Rf1 Rxe3 32. Rf2 Bh2+ 33. Kh1 Bg3+ 0-1,,
"Site ""https://lichess.org/bx6pvBEq""","Event ""Rated Bullet game""",2020.08.13,"White ""Lovelishkumar""","Black ""Peuve""",White won,2020.08.13,13:19:01,1483,1517,10,-6,Standard,60+0,"ECO ""A40""","Termination ""Normal""",1. d4 e5 2. dxe5 1-0,,
"Site ""https://lichess.org/Q1yEGXfD""","Event ""Rated Bullet game""",2020.08.13,"White ""Lovelishkumar""","Black ""Jeevs1970""",White won,2020.08.13,13:17:03,1474,1429,9,-5,Standard,60+0,"ECO ""E21""","Termination ""Time forfeit""",1. d4 Nf6 2. Nf3 e6 3. c4 Bb4+ 4. Nc3 Bxc3+ 5. bxc3 b6 6. c5 bxc5 7. dxc5 Ba6 8. Bb2 Nc6 9. Qc2 Qe7 10. c4 Qxc5 11. e3 Qb4+ 12. Bc3 Qe7 13. Be2 Rb8 14. O-O Ng4 15. h3 Nf6 16. Ne5 Nxe5 17. Bxe5 d6 18. Bxf6 Qxf6 19. Rab1 c5 20. Rxb8+ Ke7 21. Rxh8 g5 22. Rxh7 e5 23. Bh5 1-0,,
"Site ""https://lichess.org/6W9gYBEE""","Event ""Rated Bullet game""",2020.08.13,"White ""invincibleknight01""","Black ""Lovelishkumar""",White won,2020.08.13,13:14:39,1491,1484,6,-10,Standard,60+0,"ECO ""A02""","Termination ""Normal""",1. f4 Nc6 2. e3 Nf6 3. Nf3 e6 4. Bd3 Be7 5. Nc3 d5 6. O-O a6 7. e4 dxe4 8. Nxe4 b5 9. Nxf6+ Bxf6 10. a4 Bb7 11. axb5 axb5 12. Rxa8 Bxa8 13. c3 Qb8 14. Be4 O-O 15. Qe2 Na5 16. Bxa8 Qxa8 17. b4 Nb3 18. Bb2 Qa2 19. d3 Bxc3 20. Rb1 Bxb2 21. Rxb2 Qa1+ 22. Kf2 Qa3 23. Qc2 Rd8 24. Rxb3 Qa5 25. Ne5 Qa8 26. Qxc7 Rc8 27. Qxf7+ Kh8 28. Kg3 Qa2 29. Qxe6 Qd2 30. Qxc8# 1-0,,
"Site ""https://lichess.org/aEghq8Lz""","Event ""Rated Bullet game""",2020.08.13,"White ""frankmarshall1""","Black ""Lovelishkumar""",Black won,2020.08.13,13:12:57,1500,1477,-187,7,Standard,60+0,"ECO ""A06""","Termination ""Time forfeit""",1. e4 d5 2. Nf3 dxe4 3. Ne5 f6 4. Nc4 e5 5. f3 Ne7 6. fxe4 Ng6 7. Qh5 Nc6 8. d4 Qxd4 9. Bd3 Be6 10. Bd2 Bxc4 11. Bxc4 Qxb2 12. Nc3 Qxa1+ 13. Ke2 Qb2 14. Bf7+ Kxf7 15. Nd5 Nd4+ 0-1,,
"Site ""https://lichess.org/4YPCBWoQ""","Event ""Rated Bullet game""",2020.08.13,"White ""Lovelishkumar""","Black ""sadebe""",White won,2020.08.13,13:10:33,1468,1409,9,-5,Standard,60+0,"ECO ""A40""","Termination ""Time forfeit""",1. d4 e6 2. c4 Be7 3. d5 Nf6 4. dxe6 fxe6 5. Nf3 O-O 6. e3 Rf7 7. Be2 Qf8 8. O-O d6 9. Nc3 Nbd7 10. b4 e5 11. a3 Ne8 12. Bb2 Ndf6 13. Nd5 Nxd5 14. cxd5 c6 15. dxc6 bxc6 16. Bc4 d5 17. Bb3 e4 18. Nd4 Bf6 19. Ne6 Bxe6 20. Bxf6 Nxf6 21. Rc1 Rc8 22. Ba4 Rfc7 23. Qc2 Bd7 24. h3 Qe8 25. Qd2 c5 26. Bxd7 Qxd7 27. bxc5 Rxc5 28. Rxc5 Rxc5 29. Rc1 Rxc1+ 30. Qxc1 h6 31. Qd2 Kh7 32. Qe2 Qd6 33. Qb2 Nd7 34. Qb7 Kg6 35. Qxa7 Kf6 36. Qd4+ Ne5 37. f4 Qxa3 38. Qxe5+ Kf7 39. Qf5+ Kg8 40. Qxd5+ Kh7 41. Qxe4+ Kh8 42. Kh2 Qf8 43. Qf3 Kh7 44. Qe4+ g6 45. Qf3 Qg7 46. Qf2 h5 47. Qf3 Kh6 48. Qf2 g5 49. fxg5+ Qxg5 50. Qf4 Qxf4+ 51. exf4 1-0,,
"Site ""https://lichess.org/caUiEfCO""","Event ""Rated Bullet game""",2020.08.13,"White ""Lovelishkumar""","Black ""Tneoh""",Black won,2020.08.13,13:09:34,1480,1422,-12,9,Standard,60+0,"ECO ""A40""","Termination ""Normal""",1. d4 e5 2. dxe5 Nc6 3. Nf3 f6 4. exf6 Nxf6 5. e3 Bc5 6. Bb5 d6 7. Bxc6+ bxc6 8. Nc3 Bd7 9. Bd2 Qe7 10. Qe2 O-O 11. O-O Rab8 12. Nd4 Rxb2 13. Rab1 Rfb8 14. Rxb2 Rxb2 15. Rb1 Rxb1+ 16. Nxb1 Bxd4 17. exd4 Qxe2 18. h3 Qd1+ 19. Kh2 Qxb1 20. Kg3 Qxc2 0-1,,
"Site ""https://lichess.org/regU6ZYl""","Event ""Rated Bullet game""",2020.08.13,"White ""Kazzara""","Black ""Lovelishkumar""",White won,2020.08.13,13:07:16,1377,1495,8,-15,Standard,60+0,"ECO ""B01""","Termination ""Normal""",1. e4 d5 2. f3 dxe4 3. fxe4 Nf6 4. Nf3 Nxe4 5. Qe2 Nf6 6. Qc4 e6 7. Be2 Nc6 8. O-O a6 9. d3 Bd7 10. Bg5 h6 11. Bxf6 Qxf6 12. Nbd2 Qxb2 13. Rab1 Qf6 14. Rxb7 Bd6 15. Ne4 Qe7 16. Nxd6+ Qxd6 17. d4 O-O 18. Ne5 Nxe5 19. dxe5 Qxe5 20. Rxc7 Rac8 21. Rxc8 Rxc8 22. Qxa6 Rxc2 23. Qa8+ Kh7 24. Bd3+ g6 25. Bxc2 Qc5+ 26. Rf2 Qxc2 27. Rxc2 h5 28. Rc7 Bb5 29. Rd7 Kg7 30. Rxf7+ Kxf7 31. Qb7+ Kf6 32. Qxb5 Kg7 33. Qb2+ Kh6 34. Qd2+ Kg7 35. Qd7+ Kh6 36. Qxe6 Kg7 37. Qe3 Kh7 38. Qg5 Kg7 39. Qe7+ Kh6 40. Qg5+ Kg7 41. h4 Kh7 42. Qe5 Kh6 43. Qg5+ Kg7 44. a4 Kh7 45. a5 Kg7 46. a6 Kh7 47. a7 Kg7 48. a8=Q Kh7 49. Qa7+ Kg8 50. Qd8# 1-0,,
"Site ""https://lichess.org/HeXooiaQ""","Event ""Rated Bullet game""",2020.08.13,"White ""NavNav""","Black ""Lovelishkumar""",Draw,2020.08.13,13:04:36,1498,1495,0,0,Standard,60+0,"ECO ""C46""","Termination ""Time forfeit""",1. e4 e5 2. Nf3 Nc6 3. Nc3 f6 4. d3 d6 5. Be3 Be6 6. Be2 Qd7 7. Qd2 O-O-O 8. O-O a6 9. a4 Nh6 10. a5 g6 11. b4 Nf5 12. Nd5 Nxe3 13. Nxe3 Bg7 14. Nd5 f5 15. exf5 Bxd5 16. d4 Bxf3 17. dxe5 dxe5 18. Qxd7+ Rxd7 19. Bxf3 gxf5 20. Bxc6 bxc6 21. c4 e4 22. Rae1 Rd3 23. Kh1 Rd4 24. c5 Rxb4 25. Rb1 Rb5 26. Rxb5 cxb5 27. Rc1 c6 28. h3 Bd4 29. Kg1 Rg8 30. Rd1 Rd8 31. Rf1 Bxc5 32. Kh2 Bb4 33. g3 Bxa5 34. g4 fxg4 35. hxg4 Rg8 36. Kg3 Bb6 37. Re1 h5 38. Rxe4 Rxg4+ 39. Rxg4 hxg4 40. Kxg4 a5 41. f3 a4 42. f4 a3 43. f5 a2 44. f6 a1=Q 45. f7 Bc5 46. f8=Q+ Bxf8 47. Kf5 Qg7 48. Ke6 Kb7 49. Kf5 b4 50. Ke4 b3 51. Kd3 b2 52. Kc2 Qd4 53. Kb1 Qc3 54. Ka2 Qa3+ 55. Kb1 Qa1+ 56. Kc2 b1=Q+ 57. Kd2 Qd1+ 58. Ke3 Qe1+ 59. Kd3 Qae5 60. Kc4 1/2-1/2,,
